Tissue.origin	Cancer.type	Subtype	Gene.name1	Aberrance.type1	Aberrance.site1	Gene.name2	Aberrance.type2	Aberrance.site2	Description	Source	PMID
Lung	Non-Small Cell Lung Cancer	NA	EGFR	mutation	NA	KRAS	mutation	NA	EGFR and KRAS mutations were mutually exclusive.	Text mining	18495026
Thyroid	Poorly Differentiated Thyroid Cancer	NA	BRAF	mutation	NA	HRAS	mutation	NA	"Mutually exclusive mutations of RET, RAS, or BRAF are present in about 70% of papillary thyroid carcinomas, whereas only the latter two are seen in poorly differentiated and anaplastic cancers"	Text mining	18381570
Thyroid	Anaplastic Thyroid Cancer	NA	BRAF	mutation	NA	HRAS	mutation	NA	"Mutually exclusive mutations of RET, RAS, or BRAF are present in about 70% of papillary thyroid carcinomas, whereas only the latter two are seen in poorly differentiated and anaplastic cancers"	Text mining	18381570
Thyroid	Poorly Differentiated Thyroid Cancer	NA	BRAF	mutation	NA	NRAS	mutation	NA	"Mutually exclusive mutations of RET, RAS, or BRAF are present in about 70% of papillary thyroid carcinomas, whereas only the latter two are seen in poorly differentiated and anaplastic cancers"	Text mining	18381570
Thyroid	Anaplastic Thyroid Cancer	NA	BRAF	mutation	NA	NRAS	mutation	NA	"Mutually exclusive mutations of RET, RAS, or BRAF are present in about 70% of papillary thyroid carcinomas, whereas only the latter two are seen in poorly differentiated and anaplastic cancers"	Text mining	18381570
Thyroid	Well-Differentiated Thyroid Cancer	Papillary Thyroid Cancer	BRAF	mutation	NA	RET/PTC	structural variation	NA	"RET/PTC and BRAF are involved in the early stages of thyroid tumorigenesis. The fact that they are mutually exclusive suggests that they share a common mechanism for transformation, thus implicating unregulated MEK-ERK signaling in thyroid cancer development "	Text mining	18381570
Lung	Non-Small Cell Lung Cancer	NA	ALK	structural variation	NA	NKX2-1	copy number gain	NA	"Furthermore, we confirmed the NKX2-1 high-level amplification in a significant subset of NSCLC and found this amplification to be mutually exclusive to ALK and EML4 rearrangements."	Text mining	18320074
Lung	Non-Small Cell Lung Cancer	NA	EML4	structural variation	NA	NKX2-1	copy number gain	NA	"Furthermore, we confirmed the NKX2-1 high-level amplification in a significant subset of NSCLC and found this amplification to be mutually exclusive to ALK and EML4 rearrangements."	Text mining	18320074
Lymphoid	Lymphoid Neoplasm	T-Lymphoblastic Leukemia/Lymphoma	CDKN2A	copy number loss	NA	TP53	mutation	NA	The inactivation of p14ARF and the mutation of p53 are mutually exclusive.	Text mining	18246599
Uterus	Endometrial carcinoma	NA	ERBB2	mutation	NA	PIK3CA	mutation	NA	"Concomitant loss of PTEN expression and PIK3CA mutation was found in four cases of endometrial cancer. KRAS mutations were mutually exclusive with PIK3CA mutations, and those mutations were inversely correlated with statistical significance (P = 0.039). Also, we found that mutations in ERBB2 were mutually exclusive with PIK3CA mutations. "	Text mining	18221484
Uterus	Endometrial carcinoma	NA	KRAS	mutation	NA	PIK3CA	mutation	NA	"Concomitant loss of PTEN expression and PIK3CA mutation was found in four cases of endometrial cancer. KRAS mutations were mutually exclusive with PIK3CA mutations, and those mutations were inversely correlated with statistical significance (P = 0.039). Also, we found that mutations in ERBB2 were mutually exclusive with PIK3CA mutations. "	Text mining	18221484
Head and Neck	Head and Neck Squamous Cell Carcinoma	NA	EGFR	copy number gain	NA	PIK3CA	mutation	NA	"Analysis of PI3K signaling related genes showed that PIK3CA and PTEN mutations were mutually exclusive, though PTEN mutation is uncommon in HNSCC. However, PIK3CA mutation coexisted with H-RAS mutation. Furthermore, PIK3CA mutations were mutually exclusive to EGFR amplification"	Text mining	18097548
Head and Neck	Head and Neck Squamous Cell Carcinoma	NA	PIK3CA	mutation	NA	PTEN	mutation	NA	"Analysis of PI3K signaling related genes showed that PIK3CA and PTEN mutations were mutually exclusive, though PTEN mutation is uncommon in HNSCC. However, PIK3CA mutation coexisted with H-RAS mutation. Furthermore, PIK3CA mutations were mutually exclusive to EGFR amplification"	Text mining	18097548
CNS/Brain	Diffuse Glioma	NA	1p/19q	copy number loss	NA	EGFR	copy number gain	NA	"Whole chromosomes (chrs) 1p and 19q losses with centromeric breakpoints and EGFR high level amplification were found to be mutually exclusive, permitting identification of 3 distinct, nonoverlapping groups of tumors with striking clinicopathological differences."	Text mining	18076069
Thyroid	Well-Differentiated Thyroid Cancer	Follicular Thyroid Cancer	RET/PTC	mutation	NA	SLITRK5	mutation	NA	"The common somatic genetic changes in thyroid cancer of follicular cell origin (RET/PTC, NTRK, RAS, BRAF, PAX8-PPARgamma) are generally mutually exclusive, with distinct genotype-histologic subtype of thyroid cancer and genotype-phenotype associations observed."	Text mining	18043251
Thyroid	Well-Differentiated Thyroid Cancer	Follicular Thyroid Cancer	KRAS	mutation	NA	RET/PTC	mutation	NA	"The common somatic genetic changes in thyroid cancer of follicular cell origin (RET/PTC, NTRK, RAS, BRAF, PAX8-PPARgamma) are generally mutually exclusive, with distinct genotype-histologic subtype of thyroid cancer and genotype-phenotype associations observed."	Text mining	18043251
Thyroid	Well-Differentiated Thyroid Cancer	Follicular Thyroid Cancer	HRAS	mutation	NA	RET/PTC	mutation	NA	"The common somatic genetic changes in thyroid cancer of follicular cell origin (RET/PTC, NTRK, RAS, BRAF, PAX8-PPARgamma) are generally mutually exclusive, with distinct genotype-histologic subtype of thyroid cancer and genotype-phenotype associations observed."	Text mining	18043251
Thyroid	Well-Differentiated Thyroid Cancer	Follicular Thyroid Cancer	NRAS	mutation	NA	RET/PTC	mutation	NA	"The common somatic genetic changes in thyroid cancer of follicular cell origin (RET/PTC, NTRK, RAS, BRAF, PAX8-PPARgamma) are generally mutually exclusive, with distinct genotype-histologic subtype of thyroid cancer and genotype-phenotype associations observed."	Text mining	18043251
Thyroid	Well-Differentiated Thyroid Cancer	Follicular Thyroid Cancer	PAX8-PPARG	mutation	NA	RET/PTC	mutation	NA	"The common somatic genetic changes in thyroid cancer of follicular cell origin (RET/PTC, NTRK, RAS, BRAF, PAX8-PPARgamma) are generally mutually exclusive, with distinct genotype-histologic subtype of thyroid cancer and genotype-phenotype associations observed."	Text mining	18043251
Thyroid	Well-Differentiated Thyroid Cancer	Follicular Thyroid Cancer	KRAS	mutation	NA	SLITRK5	mutation	NA	"The common somatic genetic changes in thyroid cancer of follicular cell origin (RET/PTC, NTRK, RAS, BRAF, PAX8-PPARgamma) are generally mutually exclusive, with distinct genotype-histologic subtype of thyroid cancer and genotype-phenotype associations observed."	Text mining	18043251
Thyroid	Well-Differentiated Thyroid Cancer	Follicular Thyroid Cancer	HRAS	mutation	NA	SLITRK5	mutation	NA	"The common somatic genetic changes in thyroid cancer of follicular cell origin (RET/PTC, NTRK, RAS, BRAF, PAX8-PPARgamma) are generally mutually exclusive, with distinct genotype-histologic subtype of thyroid cancer and genotype-phenotype associations observed."	Text mining	18043251
Thyroid	Well-Differentiated Thyroid Cancer	Follicular Thyroid Cancer	NRAS	mutation	NA	SLITRK5	mutation	NA	"The common somatic genetic changes in thyroid cancer of follicular cell origin (RET/PTC, NTRK, RAS, BRAF, PAX8-PPARgamma) are generally mutually exclusive, with distinct genotype-histologic subtype of thyroid cancer and genotype-phenotype associations observed."	Text mining	18043251
Thyroid	Well-Differentiated Thyroid Cancer	Follicular Thyroid Cancer	PAX8-PPARG	mutation	NA	SLITRK5	mutation	NA	"The common somatic genetic changes in thyroid cancer of follicular cell origin (RET/PTC, NTRK, RAS, BRAF, PAX8-PPARgamma) are generally mutually exclusive, with distinct genotype-histologic subtype of thyroid cancer and genotype-phenotype associations observed."	Text mining	18043251
Thyroid	Well-Differentiated Thyroid Cancer	Follicular Thyroid Cancer	HRAS	mutation	NA	KRAS	mutation	NA	"The common somatic genetic changes in thyroid cancer of follicular cell origin (RET/PTC, NTRK, RAS, BRAF, PAX8-PPARgamma) are generally mutually exclusive, with distinct genotype-histologic subtype of thyroid cancer and genotype-phenotype associations observed."	Text mining	18043251
Thyroid	Well-Differentiated Thyroid Cancer	Follicular Thyroid Cancer	KRAS	mutation	NA	NRAS	mutation	NA	"The common somatic genetic changes in thyroid cancer of follicular cell origin (RET/PTC, NTRK, RAS, BRAF, PAX8-PPARgamma) are generally mutually exclusive, with distinct genotype-histologic subtype of thyroid cancer and genotype-phenotype associations observed."	Text mining	18043251
Thyroid	Well-Differentiated Thyroid Cancer	Follicular Thyroid Cancer	KRAS	mutation	NA	PAX8-PPARG	mutation	NA	"The common somatic genetic changes in thyroid cancer of follicular cell origin (RET/PTC, NTRK, RAS, BRAF, PAX8-PPARgamma) are generally mutually exclusive, with distinct genotype-histologic subtype of thyroid cancer and genotype-phenotype associations observed."	Text mining	18043251
Thyroid	Well-Differentiated Thyroid Cancer	Follicular Thyroid Cancer	HRAS	mutation	NA	NRAS	mutation	NA	"The common somatic genetic changes in thyroid cancer of follicular cell origin (RET/PTC, NTRK, RAS, BRAF, PAX8-PPARgamma) are generally mutually exclusive, with distinct genotype-histologic subtype of thyroid cancer and genotype-phenotype associations observed."	Text mining	18043251
Thyroid	Well-Differentiated Thyroid Cancer	Follicular Thyroid Cancer	HRAS	mutation	NA	PAX8-PPARG	mutation	NA	"The common somatic genetic changes in thyroid cancer of follicular cell origin (RET/PTC, NTRK, RAS, BRAF, PAX8-PPARgamma) are generally mutually exclusive, with distinct genotype-histologic subtype of thyroid cancer and genotype-phenotype associations observed."	Text mining	18043251
Thyroid	Well-Differentiated Thyroid Cancer	Follicular Thyroid Cancer	NRAS	mutation	NA	PAX8-PPARG	mutation	NA	"The common somatic genetic changes in thyroid cancer of follicular cell origin (RET/PTC, NTRK, RAS, BRAF, PAX8-PPARgamma) are generally mutually exclusive, with distinct genotype-histologic subtype of thyroid cancer and genotype-phenotype associations observed."	Text mining	18043251
Lymphoid	Lymphoid Neoplasm	Mantle Cell Lymphoma	CDKN2B	DNA methylation	promoter	PIK3CA	DNA methylation	NA	"The methylation-specific polymerase chain reaction results showed that in mantle cell lymphoma, frequent p16 (82%) but infrequent p15 (8.7%) or Rb1 (17.4%) hypermethylation occurred, with p16 and Rb1 hypermethylation being mutually exclusive (P=.01). In follicular lymphoma, frequent hypermethylation of p15 (36.7%), p16 (56.7%), and Rb1 (43.3%) occurred, with p15 and Rb1 hypermethylation being mutually exclusive (P=.05)"	Text mining	17900658
Lymphoid	Lymphoid Neoplasm	Follicular Lymphoma	CDKN2A	DNA methylation	promoter	RBL2	DNA methylation	NA	"The methylation-specific polymerase chain reaction results showed that in mantle cell lymphoma, frequent p16 (82%) but infrequent p15 (8.7%) or Rb1 (17.4%) hypermethylation occurred, with p16 and Rb1 hypermethylation being mutually exclusive (P=.01). In follicular lymphoma, frequent hypermethylation of p15 (36.7%), p16 (56.7%), and Rb1 (43.3%) occurred, with p15 and Rb1 hypermethylation being mutually exclusive (P=.05)"	Text mining	17900658
Lung	Non-Small Cell Lung Cancer	NA	EGFR	mutation	NA	KRAS	mutation	NA	EGFR but not HER2 mutations were mutually exclusive with KRAS mutation	Text mining	17575133
Soft Tissue	Leiomyosarcoma	NA	MST1	DNA methylation	NA	STK3	DNA methylation	NA	"In leiomyosarcomas, MST1 and MST2 or RASSF1A methylation were mutually exclusive (P = 0.007 and P = 0.025, respectively)."	Text mining	17538946
CNS/Brain	Diffuse Glioma	Astrocytoma	CDKN2A	DNA methylation	NA	MGMT	DNA methylation	NA	"p14(ARF) and O(6)-methylguanine-DNA methyltransferase (MGMT) hypermethylation represented frequent events (26% and 63%, respectively), which were mutually exclusive except in one case, with alternate or simultaneous methylation of these two genes occurring in 85% of our tumor series. "	Text mining	17493032
Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	BRAF	mutation	NA	EGFR	mutation	NA	"In our analysis,although the frequency of HER2 or BRAF mutations are relativelylow, the mutations of these 4 genes (EGFR, HER2, KRASand BRAF) are mutually exclusive. "	Text mining	16231326
Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	BRAF	mutation	NA	ERBB2	mutation	NA	"In our analysis,although the frequency of HER2 or BRAF mutations are relativelylow, the mutations of these 4 genes (EGFR, HER2, KRASand BRAF) are mutually exclusive. "	Text mining	16231326
Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	BRAF	mutation	NA	KRAS	mutation	NA	"In our analysis,although the frequency of HER2 or BRAF mutations are relativelylow, the mutations of these 4 genes (EGFR, HER2, KRASand BRAF) are mutually exclusive. "	Text mining	16231326
Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	EGFR	mutation	NA	ERBB2	mutation	NA	"In our analysis,although the frequency of HER2 or BRAF mutations are relativelylow, the mutations of these 4 genes (EGFR, HER2, KRASand BRAF) are mutually exclusive. "	Text mining	16231326
Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	EGFR	mutation	NA	KRAS	mutation	NA	"In our analysis,although the frequency of HER2 or BRAF mutations are relativelylow, the mutations of these 4 genes (EGFR, HER2, KRASand BRAF) are mutually exclusive. "	Text mining	16231326
Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	ERBB2	mutation	NA	KRAS	mutation	NA	"In our analysis,although the frequency of HER2 or BRAF mutations are relativelylow, the mutations of these 4 genes (EGFR, HER2, KRASand BRAF) are mutually exclusive. "	Text mining	16231326
Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	BRAF	mutation	NA	EGFR	mutation	NA	"Mutually exclusive somatic mutations of the epidermal growth factor receptor (EGFR) gene (36/86, 41.8%), K-ras gene (11/86, 12.8%) and BRAF gene (1/86, 1.1%) were detected"	Text mining	17459062
Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	BRAF	mutation	NA	KRAS	mutation	NA	"Mutually exclusive somatic mutations of the epidermal growth factor receptor (EGFR) gene (36/86, 41.8%), K-ras gene (11/86, 12.8%) and BRAF gene (1/86, 1.1%) were detected"	Text mining	17459062
Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	EGFR	mutation	NA	KRAS	mutation	NA	"Mutually exclusive somatic mutations of the epidermal growth factor receptor (EGFR) gene (36/86, 41.8%), K-ras gene (11/86, 12.8%) and BRAF gene (1/86, 1.1%) were detected"	Text mining	17459062
Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	EGFR	mutation	NA	KRAS	mutation	NA	"EGFR-TK mutations and K-ras mutations (p = 0.015), and p53 and K-ras mutations (p = 0.015) were mutually exclusive, but p53 and EGFR-TK mutations were not (p = 1.00)"	Text mining	17409930
Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	KRAS	mutation	NA	TP53	mutation	NA	"EGFR-TK mutations and K-ras mutations (p = 0.015), and p53 and K-ras mutations (p = 0.015) were mutually exclusive, but p53 and EGFR-TK mutations were not (p = 1.00)"	Text mining	17409930
